Pair_ID,Participant_ID,Role,Condition,mean_RR,std_RR,max_RR,mean_DET,mean_LAM,mean_RR_z,std_RR_z,max_RR_z,mean_DET_z,mean_LAM_z
L4F4,L4,Lead,closed,0.0275607638888888,0.0220495664486224,0.0694444444444444,0.503439247270387,0.7943010028261892,0.03370676480813262,-0.1760152915474326,-0.4809365801753746,-1.138375308738485,0.1606726058419601
L4F4,L4,Lead,open,0.0232295283564814,0.0228959755214839,0.1197916666666666,0.5579049686154808,0.7828685420246964,-0.510207255010329,-0.12690586685528712,0.2011537416656166,-0.3953606495018443,0.00024340906816982725
L5F5,L5,Lead,closed,0.0199741354875283,0.0156454546872145,0.0611979166666666,0.6388313922145685,0.7904576319372053,-0.9190175836549281,-0.5475876840829823,-0.5926582708217443,0.7086276493538112,0.10673943123243589
L5F5,L5,Lead,open,0.0233989197530864,0.0155086126700265,0.0594618055555555,0.6351278071947537,0.7977202310234399,-0.48893518269730973,-0.5555273824549479,-0.6161786267472956,0.6581037988751555,0.20865387975978522
L6F6,L6,Lead,closed,0.0294478411835748,0.0215434001023017,0.08984375,0.701561447712359,0.8377889398746671,0.2706848255441434,-0.20538352360370962,-0.20457239805014477,1.564383336757093,0.7709292191098087
L6F6,L6,Lead,open,0.027281746031746,0.0171774866781773,0.0850694444444444,0.573361691346178,0.8675782461094286,-0.0013321341721131551,-0.45869779372324543,-0.26925337684541173,-0.18450194261172165,1.1889559724634875
L7F7,L7,Lead,closed,0.0328677398989898,0.0368853380556324,0.19140625,0.6290635478118637,0.8215603014968785,0.7001537019779912,0.684769678563049,1.171368423594614,0.5753759196214916,0.5431963219770277
L7F7,L7,Lead,open,0.0230377375730994,0.0184494252188917,0.0633680555555555,0.680079512575391,0.8609894999995229,-0.5342922291875363,-0.3848987620480826,-0.5632578259148049,1.2713294246569158,1.0964975538856974
L7F8,L7,Lead,closed,0.0257358743686868,0.0252276029901823,0.1302083333333333,0.6722784033484555,0.7484964071685326,-0.19546179165362004,0.00837728080411703,0.34227587721892544,1.1649076538481928,-0.482093165893425
L7F8,L7,Lead,open,0.0473230286738351,0.081111611829397,0.2834201388888889,0.6514878919280988,0.8556793357260508,2.5154403947320723,3.250818331567382,2.41794728764884,0.881286058891692,1.021981191754916
L8F7,L8,Lead,closed,0.028548398526077,0.0139622384146134,0.0598958333333333,0.5427845829698147,0.8498173100235168,0.15773334373823286,-0.6452494240504408,-0.6102985377659074,-0.601631087321965,0.9397206801070611
L8F7,L8,Lead,open,0.0511574074074074,0.0997818868334688,0.4644097222222222,0.6363497665791004,0.8267771283872918,2.9969594289381205,4.3340846784111635,4.869944392887576,0.6747736182246267,0.6164029012313927
L8F8,L8,Lead,closed,0.0267078488372092,0.0196147421872649,0.0802951388888889,0.5989390924103463,0.8440008288821195,-0.07340180752685403,-0.3172860110323958,-0.3339343556406775,0.1644218110174734,0.8580992852239557
L8F8,L8,Lead,open,0.0197634043927648,0.0141722337840859,0.0711805555555555,0.6623878707718661,0.8444142090679584,-0.9454810710353642,-0.6330653016048435,-0.4574162242498234,1.0299822271655736,0.8639001580480881
L9F10,L9,Lead,closed,0.0236828200483091,0.0135160620789796,0.0611979166666666,0.5303299234268264,0.7725989877201084,-0.4532831500043663,-0.6711369810920357,-0.5926582708217443,-0.771536018124381,-0.1438669777432798
L9F10,L9,Lead,open,0.016015625,0.0131833401410587,0.0577256944444444,0.4897925399138064,0.6296779260785457,-1.416125010774764,-0.6904418107277936,-0.6396989826728469,-1.324542008927893,-2.1494466617094163
L9F9,L9,Lead,closed,0.0267437704248366,0.0175146484086069,0.0629340277777777,0.5853188277312803,0.7686195899974232,-0.06889079560462313,-0.4391353632856464,-0.5691379148961929,-0.021384161423588507,-0.1997089868591537
L9F9,L9,Lead,open,0.0295033028455284,0.0259651450611841,0.1241319444444444,0.6352003173553167,0.7963502660484234,0.27764966854870465,0.051170142972642954,0.2599546314794955,0.6590929735507379,0.18942946391735996
L10F10,F10,Follow,closed,0.0288376130490956,0.0173495596298599,0.0703125,0.4913858006629916,0.6141289764713719,0.1940527340433568,-0.44871396446956896,-0.4691764022125984,-1.3028069421116415,-2.3676416364806663
L10F10,F10,Follow,open,0.0213320035460992,0.0143131859705519,0.0633680555555555,0.5399474642705275,0.684386933395283,-0.7484973086446524,-0.6248871274708595,-0.5632578259148049,-0.6403347110233453,-1.3817272483203502
L10F9,F9,Follow,closed,0.0205686822493224,0.0173477808113606,0.0716145833333333,0.4633647176930536,0.6556820919690163,-0.8443547497457928,-0.44881717313773345,-0.4515361352684352,-1.6850671031849616,-1.7845359465958481
L10F9,F9,Follow,open,0.0229530038759689,0.0141081154471109,0.0603298611111111,0.5440867718746972,0.757532263664854,-0.5449330372145967,-0.636785505867794,-0.6044184487845193,-0.5838667867393529,-0.35529498787747305
L11F11,F11,Follow,closed,0.01664153874269,0.011776727339286,0.046875,0.5859162631910617,0.7691814461597989,-1.3375231297874906,-0.7720547655914846,-0.7867012072075427,-0.013234020498201497,-0.19182458345751974
L11F11,F11,Follow,open,0.0279947916666666,0.0197303018238742,0.0642361111111111,0.617920595062646,0.7920909919949745,0.08821171877741728,-0.3105811357498918,-0.5514976479520285,0.4233651312690887,0.12966001208201813
L11F12,F12,Follow,closed,0.0240675403225806,0.0261179531526297,0.0876736111111111,0.5057821713922251,0.7105452872771805,-0.40497020342850465,0.06003620750315164,-0.23397284295708412,-1.1064134265672196,-1.014652847186223
L11F12,F12,Follow,open,0.0319733796296296,0.0299497832296703,0.1284722222222222,0.678358665312613,0.9014537240906106,0.5878404634958428,0.2823624757759344,0.3187555212933745,1.247853838343645,1.6643230712196544
L12F11,F11,Follow,closed,0.0418836805555555,0.0369930146993629,0.1375868055555555,0.4889035373118561,0.6967591172888998,1.8323702457944502,0.6910171754247129,0.4422373899025188,-1.3366696728793792,-1.2081111249979426
L12F11,F11,Follow,open,0.0305851063829787,0.0299383226324656,0.1345486111111111,0.5620828468345911,0.7139272295926609,0.4135019227855863,0.28169752149626387,0.40107676703280454,-0.3383665496415648,-0.9671947978101024
L12F12,F12,Follow,closed,0.0236454716435185,0.0163637472884648,0.0802951388888889,0.6199880073481222,0.8346061809058497,-0.4579733407897589,-0.5059116936676493,-0.3339343556406775,0.45156851491771355,0.7262662656339243
L12F12,F12,Follow,open,0.0262538580246913,0.0205080728778994,0.0954861111111111,0.6064761511953126,0.8829649865527088,-0.13041370769936922,-0.2654541513754802,-0.12813124129210268,0.26724143823356944,1.404874701872987
L1F1,F1,Follow,closed,0.0155164930555555,0.0122255931553891,0.0377604166666666,0.5531545584254476,0.7532599927982886,-1.4788057078394454,-0.746011162445467,-0.9101830758166886,-0.46016515996115037,-0.4152468211200293
L1F1,F1,Follow,open,0.0284973501461988,0.0202708080709375,0.0920138888888889,0.7552527880302808,0.8533901776145023,0.15132271811027523,-0.2792204714010909,-0.17517195314320538,2.296833985441521,0.9898579416952282
L1F2,F2,Follow,closed,0.0232834901433691,0.0219852809416553,0.0716145833333333,0.5805507219571718,0.7584715707168466,-0.5034307654375346,-0.1797451951654599,-0.4515361352684352,-0.08643007286037134,-0.3421138995281091
L1F2,F2,Follow,open,0.0440945095486111,0.0661588388665319,0.2569444444444444,0.7423782096413578,0.8572065485462139,2.1100048550754873,2.3832448363117016,2.05926185978418,2.1212005734859343,1.0434122318691677
L2F2,F2,Follow,closed,0.020059631642512,0.0172226133297689,0.0946180555555555,0.5056697173969517,0.709760861713556,-0.9082810266175048,-0.45607950432985067,-0.1398914192548791,-1.1079475101139797,-1.0256605178256595
L2F2,F2,Follow,open,0.0419308574879227,0.0277167476532268,0.1006944444444444,0.674482773031274,0.8545088921109396,1.8382946973128567,0.15279971942989257,-0.057570173515448825,1.1949793934352526,1.0055566150778823
L3F3,F3,Follow,closed,0.0219597387566137,0.0196182287545944,0.0811631944444444,0.5464776449732415,0.7571979924412037,-0.6696666887954579,-0.3170837172229458,-0.32217417767790246,-0.5512507905362122,-0.35998574211192613
L3F3,F3,Follow,open,0.0305851063829787,0.0260056065540853,0.1163194444444444,0.5592958813014073,0.8003072717642493,0.4135019227855863,0.053517755613236996,0.15411302981451408,-0.3763859900309164,0.2449572509478087
L3F4,F4,Follow,closed,0.020997299382716,0.0224246751790172,0.08203125,0.4622237225039734,0.6509875700544572,-0.790529261327342,-0.15425114163773046,-0.3104139997151262,-1.7006324189591446,-1.8504131355114077
L3F4,F4,Follow,open,0.0212854456018518,0.0146637492984609,0.0655381944444444,0.5299974030387999,0.7131978758190058,-0.7543440279977351,-0.6045471241512212,-0.5338573810078653,-0.7760722202841447,-0.9774296581873301
L4F3,F3,Follow,closed,0.0254189311594202,0.0260544676893391,0.1050347222222222,0.518586546565376,0.7802038281499434,-0.23526333412723854,0.056352723147324334,0.001230716298429925,-0.9317377182306449,-0.03714993204897373
L4F3,F3,Follow,open,0.0368730709876543,0.0316584724717,0.1341145833333333,0.5268524243261123,0.8863057684827721,1.2031408327490742,0.3815021806116212,0.3951966780514162,-0.8189756323533316,1.451755156653681
L4F4,F4,Follow,closed,0.0275607638888888,0.0220495664486224,0.0694444444444444,0.503439247270387,0.7943010028261892,0.03370676480813262,-0.1760152915474326,-0.4809365801753746,-1.138375308738485,0.1606726058419601
L4F4,F4,Follow,open,0.0232295283564814,0.0228959755214839,0.1197916666666666,0.5579049686154808,0.7828685420246964,-0.510207255010329,-0.12690586685528712,0.2011537416656166,-0.3953606495018443,0.00024340906816982725
L5F5,F5,Follow,closed,0.0199741354875283,0.0156454546872145,0.0611979166666666,0.6388313922145685,0.7904576319372053,-0.9190175836549281,-0.5475876840829823,-0.5926582708217443,0.7086276493538112,0.10673943123243589
L5F5,F5,Follow,open,0.0233989197530864,0.0155086126700265,0.0594618055555555,0.6351278071947537,0.7977202310234399,-0.48893518269730973,-0.5555273824549479,-0.6161786267472956,0.6581037988751555,0.20865387975978522
L6F6,F6,Follow,closed,0.0294478411835748,0.0215434001023017,0.08984375,0.701561447712359,0.8377889398746671,0.2706848255441434,-0.20538352360370962,-0.20457239805014477,1.564383336757093,0.7709292191098087
L6F6,F6,Follow,open,0.027281746031746,0.0171774866781773,0.0850694444444444,0.573361691346178,0.8675782461094286,-0.0013321341721131551,-0.45869779372324543,-0.26925337684541173,-0.18450194261172165,1.1889559724634875
L7F7,F7,Follow,closed,0.0328677398989898,0.0368853380556324,0.19140625,0.6290635478118637,0.8215603014968785,0.7001537019779912,0.684769678563049,1.171368423594614,0.5753759196214916,0.5431963219770277
L7F7,F7,Follow,open,0.0230377375730994,0.0184494252188917,0.0633680555555555,0.680079512575391,0.8609894999995229,-0.5342922291875363,-0.3848987620480826,-0.5632578259148049,1.2713294246569158,1.0964975538856974
L7F8,F8,Follow,closed,0.0257358743686868,0.0252276029901823,0.1302083333333333,0.6722784033484555,0.7484964071685326,-0.19546179165362004,0.00837728080411703,0.34227587721892544,1.1649076538481928,-0.482093165893425
L7F8,F8,Follow,open,0.0473230286738351,0.081111611829397,0.2834201388888889,0.6514878919280988,0.8556793357260508,2.5154403947320723,3.250818331567382,2.41794728764884,0.881286058891692,1.021981191754916
L8F7,F7,Follow,closed,0.028548398526077,0.0139622384146134,0.0598958333333333,0.5427845829698147,0.8498173100235168,0.15773334373823286,-0.6452494240504408,-0.6102985377659074,-0.601631087321965,0.9397206801070611
L8F7,F7,Follow,open,0.0511574074074074,0.0997818868334688,0.4644097222222222,0.6363497665791004,0.8267771283872918,2.9969594289381205,4.3340846784111635,4.869944392887576,0.6747736182246267,0.6164029012313927
L8F8,F8,Follow,closed,0.0267078488372092,0.0196147421872649,0.0802951388888889,0.5989390924103463,0.8440008288821195,-0.07340180752685403,-0.3172860110323958,-0.3339343556406775,0.1644218110174734,0.8580992852239557
L8F8,F8,Follow,open,0.0197634043927648,0.0141722337840859,0.0711805555555555,0.6623878707718661,0.8444142090679584,-0.9454810710353642,-0.6330653016048435,-0.4574162242498234,1.0299822271655736,0.8639001580480881
L9F10,F10,Follow,closed,0.0236828200483091,0.0135160620789796,0.0611979166666666,0.5303299234268264,0.7725989877201084,-0.4532831500043663,-0.6711369810920357,-0.5926582708217443,-0.771536018124381,-0.1438669777432798
L9F10,F10,Follow,open,0.016015625,0.0131833401410587,0.0577256944444444,0.4897925399138064,0.6296779260785457,-1.416125010774764,-0.6904418107277936,-0.6396989826728469,-1.324542008927893,-2.1494466617094163
L9F9,F9,Follow,closed,0.0267437704248366,0.0175146484086069,0.0629340277777777,0.5853188277312803,0.7686195899974232,-0.06889079560462313,-0.4391353632856464,-0.5691379148961929,-0.021384161423588507,-0.1997089868591537
L9F9,F9,Follow,open,0.0295033028455284,0.0259651450611841,0.1241319444444444,0.6352003173553167,0.7963502660484234,0.27764966854870465,0.051170142972642954,0.2599546314794955,0.6590929735507379,0.18942946391735996
